WorkNumber,BarrelBatch,MixingTime1,MixingTime2,MixingTime3,TempSet,SandDischatge_Tem,Packaging_Temp,SandWeight_E,SandWeight_L,SandWeight_E,SandWeight_4C,SandWeight_5V,SandWeight_6C,SandWeight_9R,SandWeight_4V,SandWeight_5C,SandWeight_6V,SandWeight_S5,SandWeight_4R,SandWeight_6R,SandWeight_9V,Resin_RA,Resin_PR877,Resin_K2032,Resin_PR853,Resin_RM893,Resin_RB,Resin_RN815,Resin_KL130,Resin_KL1430L,Resin_KL2031,Resin_Liquid,Hardener_30,Hardener_40,Water,Weight_Calcium,Weight_RedIron,Aumosphere_Temp,Atmosphere_humidty,GrainSize,AFS,UnityPoint,FallingTest,
110000054062 ,1,50,60,15,130,78,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,159.0 ,106.5 ,113.5 ,0.0 ,118.5 ,0.0 ,0,0,0,0,0,6.82,0,2.19,0,2.27,0,4.97,0,3.41,0.557,0,26.3,58.2,60.2,67.95,98,210,
110000054062 ,4,50,60,15,130,79,35,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,154.5 ,107.0 ,114.0 ,0.0 ,119.0 ,0.0 ,0,0,0,0,0,6.81,0,2.18,0,2.24,0,4.89,0,3.46,0.556,0,26.3,58.2,62.7,69.3,98,212,
110000054062 ,18,50,60,15,130,81,37,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,153.5 ,115.0 ,111.5 ,0.0 ,117.0 ,0.0 ,0,0,0,0,0,6.81,0,2.25,0,2.25,0,4.92,0,3.54,0.543,0,26.6,57.2,63.2,67.43,98,201,
110000054239 ,1,50,60,15,130,80,37,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,161.5 ,0.0 ,0.0 ,0.0 ,147.5 ,177.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.8,0,2.33,0,2.24,0,4.96,0,2.85,0.526,0,26.1,60.9,67.3,55.58,98,219,
110000054239 ,4,50,60,15,130,80,37,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,158.5 ,0.0 ,0.0 ,0.0 ,146.0 ,188.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.91,0,2.32,0,2.39,0,5.02,0,3.21,0.537,0,26.1,60.5,65.6,61.5,98,222,
110000054239 ,12,50,60,15,130,81,37,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,164.5 ,0.0 ,0.0 ,0.0 ,140.0 ,189.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.96,0,2.29,0,2.35,0,5.09,0,3.35,0.54,0,26.2,60,65.8,59.78,98,223,
110000054239 ,22,50,60,15,130,82,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,168.0 ,0.0 ,0.0 ,0.0 ,146.0 ,173.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.87,0,2.28,0,2.33,0,5.01,0,3.21,0.533,0,26.4,59.8,65.3,60.6,98,220,
110000054548 ,1,50,60,15,130,74,39,0.0 ,0.0 ,0.0 ,0.0 ,119.5 ,114.5 ,0.0 ,0.0 ,126.5 ,0.0 ,136.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.08,0,2.37,0,2.33,0,5.13,0,3.37,0.547,0,21.4,63.8,62.5,61.95,98,212,
110000054709 ,1,50,60,15,130,76,35,0.0 ,0.0 ,0.0 ,0.0 ,88.0 ,108.0 ,0.0 ,0.0 ,0.0 ,116.0 ,187.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.12,0,2.37,0,2.42,0,6.54,0,3.4,0.506,0,25,55.7,63.7,76.8,96,210,
110000054709 ,5,50,60,15,130,81,37,0.0 ,0.0 ,0.0 ,0.0 ,87.5 ,118.5 ,0.0 ,0.0 ,0.0 ,105.0 ,182.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.07,0,2.34,0,2.37,0,5.1,0,3.34,0.505,0,24.7,54.9,62,60.6,98,216,
110000054841 ,1,50,60,15,130,74,33,0.0 ,0.0 ,0.0 ,0.0 ,146.0 ,165.5 ,0.0 ,0.0 ,0.0 ,94.5 ,0.0 ,0.0 ,84.0 ,0.0 ,0,0,0,0,0,6.85,0,2.31,0,2.27,0,4.99,0,3.29,0.491,0,21.2,46,64.8,61.73,97,212,
110000054841 ,4,50,60,15,130,80,32,0.0 ,0.0 ,0.0 ,0.0 ,145.5 ,155.0 ,0.0 ,0.0 ,0.0 ,96.5 ,0.0 ,0.0 ,103.0 ,0.0 ,0,0,0,0,0,7.03,0,2.42,0,2.34,0,5.1,0,3.29,0.498,0,21.3,46.6,65.3,58.8,97,223,
110000055017 ,1,50,60,15,130,79,39,0.0 ,0.0 ,0.0 ,0.0 ,70.5 ,0.0 ,0.0 ,0.0 ,112.0 ,125.5 ,180.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.66,0,2.22,0,2.19,0,5.22,0,3.36,0.541,0,28.3,40.5,61.5,70.58,97,205,
110000055017 ,4,50,60,15,130,82,37,0.0 ,0.0 ,0.0 ,0.0 ,70.0 ,0.0 ,0.0 ,0.0 ,113.0 ,132.0 ,181.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.78,0,2.29,0,2.23,0,4.92,0,3.49,0.55,0,28.4,40.9,63.4,63.68,96,219,
110000055142 ,1,50,60,15,150,77,34,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,148.5 ,0.0 ,0.0 ,118.5 ,0.0 ,112.5 ,0.0 ,119.5 ,0.0 ,0,0,0,0,0,7.43,0,2.48,0,2.48,0,5.58,0,3.06,0.546,0,26.9,50.1,63.1,62.1,98,213,
110000055218 ,1,50,60,15,130,77,40,0.0 ,0.0 ,0.0 ,0.0 ,73.0 ,0.0 ,0.0 ,0.0 ,111.5 ,126.5 ,180.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.3,0,2.39,0,2.52,0,5.28,0,3.13,0.552,0,27.5,46.5,61.6,61.13,97,203,
110000055218 ,4,50,60,15,130,79,41,0.0 ,0.0 ,0.0 ,0.0 ,72.0 ,0.0 ,0.0 ,0.0 ,109.0 ,122.5 ,192.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.45,0,2.42,0,2.5,0,5.34,0,3.3,0.553,0,27.3,46.3,62.5,57.23,98,210,
110000055218 ,10,50,60,15,130,78,38,0.0 ,0.0 ,0.0 ,0.0 ,70.5 ,0.0 ,0.0 ,0.0 ,118.0 ,114.0 ,196.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.37,0,2.53,0,2.37,0,5.34,0,3.33,0.555,0,27,46.1,61.7,60.83,98,198,
110000055326 ,1,50,60,15,130,76,35,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,166.0 ,0.0 ,0.0 ,0.0 ,147.0 ,178.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.17,0,2.52,0,2.35,0,5.22,0,3.19,0.532,0,23.8,51.9,66.7,60.75,97,223,
110000055326 ,4,50,60,15,130,78,33,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,167.0 ,0.0 ,0.0 ,0.0 ,140.5 ,186.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,7.26,0,2.4,0,2.45,0,5.28,0,3.08,0.552,0,23.4,51.6,65.5,58.95,96,218,
110000055640 ,1,50,60,15,130,77,40,0.0 ,0.0 ,0.0 ,0.0 ,53.0 ,0.0 ,0.0 ,0.0 ,0.0 ,163.5 ,269.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.69,0,2.21,0,2.3,0,4.82,0,3.49,0.555,0,30.1,50.1,62,72.15,97,200,
110000055640 ,4,50,60,15,130,81,40,0.0 ,0.0 ,0.0 ,0.0 ,52.5 ,0.0 ,0.0 ,0.0 ,0.0 ,158.0 ,280.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.8,0,2.25,0,2.2,0,4.86,0,3.51,0.538,0,29.6,49.6,63.3,68.78,97,192,
110000055640 ,12,50,60,15,130,83,41,0.0 ,0.0 ,0.0 ,0.0 ,52.5 ,0.0 ,0.0 ,0.0 ,0.0 ,159.0 ,283.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.81,0,2.22,0,2.19,0,4.92,0,3.42,0.55,0,30.4,49.2,62.4,70.05,97,203,
110000055947 ,1,50,60,15,130,75,41,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,68.5 ,0.0 ,0.0 ,199.5 ,0.0 ,131.5 ,0.0 ,100.0 ,0.0 ,0,0,0,0,0,4.54,0,2.25,0,4.56,0,5.12,0,3.45,0.563,0,30.4,6521.6,62.3,57.45,98,200,
110000055947 ,10,50,65,15,130,80,40,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,69.5 ,0.0 ,0.0 ,202.5 ,0.0 ,130.5 ,0.0 ,99.0 ,0.0 ,0,0,0,0,0,5.01,0,2.46,0,4.98,0,5.62,0,3.04,0.566,0,30.6,6521.6,62.2,65.78,98,214,
110000055947 ,18,50,65,15,130,81,40,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,68.5 ,0.0 ,0.0 ,192.5 ,0.0 ,139.5 ,0.0 ,99.5 ,0.0 ,0,0,0,0,0,4.99,0,2.48,0,4.98,0,5.64,0,3.08,0.558,0,30.7,6521.6,62.6,66.83,98,210,
110000056104 ,1,50,65,15,130,78,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,63.5 ,0.0 ,0.0 ,202.0 ,0.0 ,0.0 ,34.5 ,196.5 ,0.0 ,0,0,0,0,0,6.73,0,2.17,0,2.33,0,5.1,0,4.74,0.555,0,25.3,4553.7,62.6,61.05,98,206,
110000056104 ,4,50,65,15,130,81,39,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,70.5 ,0.0 ,0.0 ,194.5 ,0.0 ,0.0 ,41.5 ,190.5 ,0.0 ,0,0,0,0,0,6.72,0,2.3,0,2.29,0,5.13,0,3.32,0.542,0,25.4,4553.7,62.4,57.38,98,212,
110000056104 ,10,50,65,15,130,85,36,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,68.0 ,0.0 ,0.0 ,194.0 ,0.0 ,0.0 ,35.5 ,203.5 ,0.0 ,0,0,0,0,0,6.82,0,2.22,0,2.32,0,5.13,0,3.3,0.546,0,25.3,4553.7,63.1,60.6,98,214,
110000056452 ,1,50,65,15,130,79,40,0.0 ,0.0 ,0.0 ,0.0 ,56.5 ,0.0 ,0.0 ,0.0 ,211.0 ,0.0 ,0.0 ,0.0 ,230.0 ,0.0 ,0,0,0,0,0,6.78,0,2.21,0,2.3,0,5.13,0,3.33,0.512,0,25.8,4553.7,64.3,74.7,98,208,
110000056452 ,4,50,60,15,130,83,41,0.0 ,0.0 ,0.0 ,0.0 ,52.5 ,0.0 ,0.0 ,0.0 ,210.0 ,0.0 ,0.0 ,0.0 ,235.0 ,0.0 ,0,0,0,0,0,6.87,0,2.28,0,2.26,0,5.13,0,3.4,0.501,0,25.8,4553.7,63.7,63.23,98,215,
110000056496 ,1,50,65,15,130,72,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,67.0 ,0.0 ,0.0 ,99.5 ,96.5 ,237.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.77,0,2.28,0,2.3,0,5.17,0,3.33,0.498,0,26.4,4553.7,64.6,69.53,98,208,
110000056496 ,4,50,65,15,130,79,42,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,70.5 ,0.0 ,0.0 ,98.0 ,94.5 ,233.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.84,0,2.31,0,2.24,0,5.13,0,3.35,0.5,0,26.6,4553.7,63.9,59.1,98,200,
110000056593 ,1,50,65,15,130,78,35,0.0 ,0.0 ,0.0 ,0.0 ,55.0 ,0.0 ,0.0 ,0.0 ,0.0 ,206.5 ,230.5 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.79,0,2.18,0,2.28,0,5.06,0,3.4,0.505,0,20.1,4553.7,62.5,63.15,98,208,
110000056593 ,4,50,65,15,130,81,37,0.0 ,0.0 ,0.0 ,0.0 ,52.5 ,0.0 ,0.0 ,0.0 ,0.0 ,209.0 ,233.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.8,0,2.31,0,2.2,0,5.11,0,3.31,0.502,0,20.1,4553.7,63,60.3,98,214,
110000056593 ,10,50 ,65 ,15 ,130,82,37,0.0 ,0.0 ,0.0 ,0.0 ,55.5 ,0.0 ,0.0 ,0.0 ,0.0 ,209.5 ,232.0 ,0.0 ,0.0 ,0.0 ,0,0,0,0,0,6.83,0,2.3,0,2.23,0,5.13,0,3.4,0.511,0,20.3,4553.7,63.6,61.58,98,210,
110000056965 ,1,50 ,65 ,15 ,130,76,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,67.5 ,0.0 ,0.0 ,192.0 ,0.0 ,119.5 ,0.0 ,115.5 ,0.0 ,0,0,0,0,0,6.75,0,2.28,0,2.29,0,5.13,0,3.32,0.521,0,25.3,4553.7,64.6,63.53,99,200,
110000056965 ,4,50 ,65 ,15 ,130,78,37,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,69.5 ,0.0 ,0.0 ,192.0 ,0.0 ,116.0 ,0.0 ,122.5 ,0.0 ,0,0,0,0,0,6.9,0,2.31,0,2.32,0,5.22,0,3.43,0.507,0,25.5,4553.7,64.4,57.75,98,214,
110000056965 ,10,50 ,65 ,15 ,130,79,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,60.0 ,0.0 ,0.0 ,203.0 ,0.0 ,117.5 ,0.0 ,115.5 ,0.0 ,0,0,0,0,0,6.82,0,2.32,0,2.29,0,5.16,0,3.39,0.543,0,25.5,4553.7,63.8,60.9,98,212,
110000056965 ,20,50 ,65 ,15 ,130,79,38,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,66.5 ,0.0 ,0.0 ,194.0 ,0.0 ,117.0 ,0.0 ,123.5 ,0.0 ,0,0,0,0,0,6.85,0,2.3,0,2.29,0,5.21,0,3.45,0.501,0,25.8,4553.7,64.9,62.33,98,204,
110000057144 ,2,50 ,60 ,15 ,130,82,41,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,238.0 ,67.0 ,0.0 ,0.0 ,186.5 ,0.0 ,0,0,0,0,0,6.74,0,2.3,0,2.3,0,5.09,0,3.28,0.507,0,29,4553.7,61.7,79.65,98,214,
110000057144 ,5,50 ,60 ,15 ,130,81,42,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,236.5 ,67.5 ,0.0 ,0.0 ,185.0 ,0.0 ,0,0,0,0,0,6.79,0,2.35,0,2.34,0,5.07,0,3.25,0.523,0,28.4,4553.7,62.9,70.88,98,195,
110000057144 ,10,50 ,60 ,15 ,130,81,42,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,238.0 ,66.5 ,0.0 ,0.0 ,187.0 ,0.0 ,0,0,0,0,0,6.57,0,2.19,0,2.22,0,4.83,0,3.49,0.486,0,28.6,4553.7,62.9,70.13,98,211,
